P31946	ENSG00000166913.13
A0A8I5KX14	ENSG00000163913.14
A0A8I5QKT8	ENSG00000100241.22
A0A8Q3SHR6	ENSG00000114745.15
A0A8Q3SIM1	ENSG00000115392.13
A0A8Q3SIS1	ENSG00000132842.15
A0A8Q3WL68	ENSG00000115392.13
A0A8Q3WLH6	ENSG00000100697.17
A0AAQ5BHC6	ENSG00000198626.19
A0AAQ5BHJ9	ENSG00000128591.17
A0A2R8Y4K6	ENSG00000134480.17
A0A2R8Y7B0	ENSG00000119866.22
A0A2R8Y7C5	ENSG00000113163.19
A0A2R8YCL0	ENSG00000122335.17
A0A5F9UWT1	ENSG00000100150.20
A0A5F9ZGW8	ENSG00000151612.18
A0A5F9ZHA5	ENSG00000157168.22
A0A2R8Y5D7	ENSG00000115355.18
A0A3B3IRX0	ENSG00000186487.21
A0A3B3ITZ9	ENSG00000054118.15
A0A8V8TR40	ENSG00000052126.17
A0A1W2PP40	ENSG00000138796.18
A0A1W2PPG4	ENSG00000115525.18
A0A1Y8EIB3	ENSG00000115268.10
A0A286YFC8	ENSG00000092621.13
A0A140T9I7	ENSG00000232541.10
A0A1D5RMS4	ENSG00000172239.14
A0A590UJ67	ENSG00000162599.18
A0A590UJA4	ENSG00000112992.18
A0A590UJZ8	ENSG00000198626.19
A0A7P0T9J1	ENSG00000086189.11
A0A7P0T9L3	ENSG00000158290.19
A0A7P0T9T7	ENSG00000075702.19
A0A7P0TAL9	ENSG00000055332.19
A0A7P0TAW1	ENSG00000204852.17
A0A7I2V262	ENSG00000173692.14
A0A7I2V311	ENSG00000130816.17
A0A7I2V3F8	ENSG00000130816.17
A0A7I2V3K9	ENSG00000119912.18
A0A7I2V4K1	ENSG00000163945.19
A0A7I2V513	ENSG00000138757.15
A0A7I2V5P1	ENSG00000135486.19
A0A7I2V5U5	ENSG00000104067.17
A0AAG2UWQ8	ENSG00000281500.5
A0A804HIW1	ENSG00000008277.15
A0A494C0F9	ENSG00000134897.14
A0A494C0S6	ENSG00000143365.20
A0A494C1E7	ENSG00000148604.15
A0A6Q8PFG1	ENSG00000168944.17
A0A8I5KQC1	ENSG00000068912.15
A0A2R8YEW7	ENSG00000186073.14
A0A2R8Y4H2	ENSG00000100167.21
A0A2R8Y4Y3	ENSG00000145354.12
A0A2R8Y6H1	ENSG00000284952.1
A0A3B3ITI5	ENSG00000088035.18
A0A1W2PP90	ENSG00000115525.18
A0A1W2PRS2	ENSG00000082212.13
A0A6I8PTZ8	ENSG00000092847.14
A0A9L9PY34	ENSG00000180264.12
A0A6Q8PFZ2	ENSG00000106477.20
A0A6Q8PH41	ENSG00000153944.12
A0A6Q8PFU1	ENSG00000104381.14
A0A804HID6	ENSG00000171798.19
A0A804HIF3	ENSG00000055609.21
A0A804HJX2	ENSG00000103876.14
A0A804HK15	ENSG00000198561.16
A0A804HKL3	ENSG00000009830.13
A0A804HLE1	ENSG00000155906.20
A0A8I5KQW6	ENSG00000147533.19
A0A8I5KR65	ENSG00000116406.20
A0A8I5KSG1	ENSG00000167548.18
A0A8I5KT03	ENSG00000140374.17
A0A8I5KTM5	ENSG00000197535.16
A0A804HIK5	ENSG00000125124.14
A0AAQ5BGI9	ENSG00000134982.19
A0AAQ5BGL6	ENSG00000123191.18
A0AAQ5BHB6	ENSG00000139719.12
A0AAQ5BHQ8	ENSG00000129991.14
A0A5F9ZHQ5	ENSG00000145362.21
A0A8V8TPH2	ENSG00000105397.15
A0A8V8TRJ5	ENSG00000183495.15
A0A7I2V2C5	ENSG00000082898.19
A0A7I2V3R2	ENSG00000107862.7
A0A7I2V4F1	ENSG00000107862.7
A0A7I2V5A3	ENSG00000185359.14
A0A7I2V5Z3	ENSG00000104969.11
A0A8Q3SIG4	ENSG00000093072.19
A0A8Q3WMH8	ENSG00000097096.10
A0A8V8TL70	ENSG00000162594.17
A0A8V8TMM0	ENSG00000171608.18
A0A8V8TQI1	ENSG00000122512.17
A0A8V8TQU2	ENSG00000117682.18
A0A994J3S0	ENSG00000145216.17
A0A994J432	ENSG00000156515.25
A0A7P0TB30	ENSG00000167986.15
A0A7P0Z477	ENSG00000147852.17
A0A7P0T951	ENSG00000003393.16
A0A5F9ZI17	ENSG00000140553.18
A0A6Q8PG80	ENSG00000109654.16
A0A804HLK7	ENSG00000151835.17
A0A6Q8PHA4	ENSG00000085224.23
A0AAQ5BGW1	ENSG00000173898.16
A0A2R8Y2F6	ENSG00000121879.6
A0A2R8Y4W8	ENSG00000115355.18
A0A2R8Y5W5	ENSG00000198860.14
A0A2R8Y692	ENSG00000103197.20
A0A2R8YET0	ENSG00000100150.20
A0A2R8YFN3	ENSG00000172264.19
A0A2R8YFZ7	ENSG00000197102.14
A0A2U3TZH3	ENSG00000101210.14
A0A669KBF1	ENSG00000105227.16
A0A7P0TB22	ENSG00000077232.19
A0A6Q8PG48	ENSG00000107890.17
A0A5K1VW66	ENSG00000186575.20
A0A7P0TBJ6	ENSG00000117020.19
A0A7P0Z499	ENSG00000003393.16
A0AAQ5BHZ0	ENSG00000106799.15
A0A590UJP1	ENSG00000140521.18
A0A7P0T9J4	ENSG00000089127.15
A0A7P0T1I0	ENSG00000196159.14
A0A7P0T8I1	ENSG00000072041.18
A0A7P0TBR2	ENSG00000081248.13
A0A7P0Z4H1	ENSG00000168014.18
A0A3B3ITA7	ENSG00000183765.24
A0A8V8TM77	ENSG00000164185.7
A0A8V8TN50	ENSG00000105397.15
A0A8V8TP85	ENSG00000138231.14
A0A3B3IRQ5	ENSG00000004766.17
A0A7I2V2X1	ENSG00000135486.19
A0A7I2V3W5	ENSG00000105723.13
A0A7I2V3X2	ENSG00000153093.21
A0A7I2V4A5	ENSG00000173692.14
A0A7I2V596	ENSG00000158864.13
A0A7I2YQF7	ENSG00000075413.19
A0A7I2YQK5	ENSG00000178035.13
A0A804HKS6	ENSG00000144426.19
A0A8I5KQQ5	ENSG00000108094.17
A0A8I5KR81	ENSG00000146282.19
A0A8I5KSL3	ENSG00000116698.22
A0A8I5KW84	ENSG00000118058.25
A0A8I5KY05	ENSG00000165240.22
A0A8I5QJU8	ENSG00000060709.17
A0A8I5QKN9	ENSG00000138347.17
A0A804HIB5	ENSG00000288706.1
A0A804HLF3	ENSG00000160145.16
A0A8Q3SHP0	ENSG00000173230.17
A0A8Q3SI67	ENSG00000137752.25
A0A8Q3SIH4	ENSG00000051523.12
A0A8Q3WKF1	ENSG00000113048.19
A0A8Q3WKL3	ENSG00000138750.16
A0A8Q3WKN0	ENSG00000157131.12
A0A8Q3WL93	ENSG00000160211.20
A0A8V8TM37	ENSG00000185339.10
A0A8V8TMJ0	ENSG00000106628.13
A0A8V8TN24	ENSG00000185339.10
A0A8V8TRA7	ENSG00000108559.13
A0A669KBC7	ENSG00000023445.17
A0A6I8PLB8	ENSG00000133706.20
A0A804HJG7	ENSG00000163539.19
A0AA34QVF9	ENSG00000113649.14
A0A494C0K5	ENSG00000140694.18
A0A6Q8PF69	ENSG00000070061.16
A0A6Q8PFX4	ENSG00000134684.13
D6RA67	ENSG00000109775.11
D6RA71	ENSG00000063978.17
D6RE71	ENSG00000138670.19
F8W924	ENSG00000240849.11
D6RA70	ENSG00000047188.16
D6RB12	ENSG00000159674.12
D6RC16	ENSG00000174227.16
D6RC22	ENSG00000146094.16
E5RHC7	ENSG00000147677.12
F8WB53	ENSG00000104313.20
F8WBF5	ENSG00000013441.17
F8WC12	ENSG00000114268.12
F8WEH5	ENSG00000164062.13
B5MDS5	ENSG00000115266.12
F6U1T9	ENSG00000221823.11
J3KTN1	ENSG00000141367.14
J3QL28	ENSG00000141562.19
A0A1B0GU12	ENSG00000182220.15
A0A1B0GVK6	ENSG00000106976.22
E7ETB2	ENSG00000034677.13
E7EV50	ENSG00000145864.14
H7C2H6	ENSG00000143107.10
H7C3U1	ENSG00000164068.16
H7C5P5	ENSG00000138495.7
Q5T7F0	ENSG00000099250.18
E7ERX9	ENSG00000197892.13
H7C000	ENSG00000163491.18
C9J4I9	ENSG00000130508.11
C9J4V0	ENSG00000075785.14
C9J6L2	ENSG00000115694.15
C9J8F8	ENSG00000138375.13
C9JBR8	ENSG00000154556.20
C9JIX8	ENSG00000116106.12
C9JKD5	ENSG00000115998.8
C9JWB2	ENSG00000115594.12
C9JZQ4	ENSG00000135899.20
A0A994J5V6	ENSG00000276644.5
A0A994J6B8	ENSG00000145216.17
A0A9L9PYA0	ENSG00000101004.16
A0A6Q8PF78	ENSG00000168356.13
A0A6Q8PFD1	ENSG00000147224.13
A0A6Q8PGP0	ENSG00000155980.13
A0A6Q8PGR8	ENSG00000196233.14
A0A6Q8PHL2	ENSG00000101276.18
A0AA75L0V4	ENSG00000105261.8
A0A8I5KQX5	ENSG00000269335.7
A0A8I5KSE2	ENSG00000158486.15
A0A8I5KSF0	ENSG00000090615.16
A0A8I5KVF5	ENSG00000107669.19
A0A8I5KVT2	ENSG00000115295.21
A0A8I5QJQ7	ENSG00000167110.19
A0AAA9YHI0	ENSG00000005513.11
A0AAQ5BGT7	ENSG00000135956.10
A0AAQ5BHF9	ENSG00000105607.14
A0AAQ5BHQ9	ENSG00000116521.12
A0A5F9ZHB2	ENSG00000131018.25
A0AAQ5BHY8	ENSG00000106799.15
B1AQ29	ENSG00000147124.13
C9IYJ2	ENSG00000168297.16
C9J6S7	ENSG00000235109.8
C9JCQ3	ENSG00000099917.17
C9JSA3	ENSG00000114209.15
C9J075	ENSG00000164344.17
E9PI05	ENSG00000110274.16
E9PMG7	ENSG00000069702.11
E9PNM6	ENSG00000110330.10
E9PPA1	ENSG00000025434.19
E9PQ01	ENSG00000165494.12
E9PRR3	ENSG00000187922.14
G3V2J8	ENSG00000080824.19
X6RJY0	ENSG00000156697.13
X6RKS3	ENSG00000171867
G3V313	ENSG00000140105.18
G3V4I9	ENSG00000139350.12
G3V5V2	ENSG00000140153.18
H0Y7U8	ENSG00000115355.18
X6RF05	ENSG00000125247.16
X6RLT1	ENSG00000101158.15
A0A0A0MSK7	ENSG00000159069.14
E5RHE5	ENSG00000146006.8
E5RI34	ENSG00000170624.14
H0YCJ5	ENSG00000023445.17
H0YF70	ENSG00000135124.16
H0YL49	ENSG00000103591.13
H0YNI9	ENSG00000171877.21
Q5JVB9	ENSG00000125246.16
U3KQ42	ENSG00000196946.11
C9IY66	ENSG00000124508.17
F5GX09	ENSG00000077458.13
F5GXT2	ENSG00000170667.16
F5H6G0	ENSG00000168778.13
X6RJ95	ENSG00000148334.16
B1ALS0	ENSG00000185532.20
C9J4S4	ENSG00000075785.14
F5H479	ENSG00000149357.10
F5H7N8	ENSG00000173391.9
F6RAJ7	ENSG00000205643.11
H0Y797	ENSG00000167074.15
H0Y8F0	ENSG00000068650.19
H0Y8M4	ENSG00000112576.13
H0Y9I4	ENSG00000145730.21
H0YD12	ENSG00000183317.17
H0YDD8	ENSG00000177600.9
H3BTJ6	ENSG00000103932.12
I3L0V3	ENSG00000141556.22
I3L2E0	ENSG00000175643.10
Q5TH07	ENSG00000101040.20
A0A087WT76	ENSG00000119514.7
A0A087X0W3	ENSG00000198715.13
E5RK42	ENSG00000055147.19
E5RK45	ENSG00000164270.19
H0Y9A6	ENSG00000138759
H0YD73	ENSG00000185627.19
H0YDG5	ENSG00000058668.16
H0YDJ8	ENSG00000143337.19
H0YEM5	ENSG00000239382.11
H0YFG4	ENSG00000140853.17
H0YJL4	ENSG00000090060.19
H0YJZ1	ENSG00000185046.21
I3L1Y3	ENSG00000122299.12
I3L2A2	ENSG00000121057.13
I3L2Y7	ENSG00000141485.17
A0A087WWB0	ENSG00000185728.17
E5RJN9	ENSG00000066777.9
A0A804HI92	ENSG00000167549.19
A0A804HJC1	ENSG00000131844.17
A0A804HJG8	ENSG00000138095.20
A0A8Q3SHU8	ENSG00000131368.9
A0A8Q3SHV0	ENSG00000151338.21
A0A8Q3SIR1	ENSG00000115761.17
A0A8Q3WLZ5	ENSG00000010671.18
A0A8V8TNK8	ENSG00000125846.17
A0A8V8TQ13	ENSG00000058404.21
A0A8V8TQ20	ENSG00000116044.17
A0A8V8TQC4	ENSG00000105486.15
A0A7P0T9T8	ENSG00000064703.13
A0A7P0TAG1	ENSG00000150768.18
A0A7P0TAT0	ENSG00000078124.13
A0A7P0TB79	ENSG00000116337.20
H7BZM2	ENSG00000101019.22
H7BZU9	ENSG00000106591.4
H7C0R6	ENSG00000134077.16
A0A075B6V3	ENSG00000211841.1
A0A075B797	ENSG00000142546.14
F8VR40	ENSG00000198001.16
F8VY01	ENSG00000180263.14
F8VSL7	ENSG00000148175.13
M0QX92	ENSG00000130529.16
M0QY12	ENSG00000142303.14
M0QYQ7	ENSG00000099783.13
M0QYY1	ENSG00000161618.10
M0QZ53	ENSG00000167595.16
M0QZ83	ENSG00000118162.14
M0QZS0	ENSG00000104880
M0R2C1	ENSG00000176024.18
H3BNF6	ENSG00000013364.19
H3BQU4	ENSG00000236980.10
H3BR99	ENSG00000092531.10
H3BRK3	ENSG00000181019.13
H3BUU5	ENSG00000185591.10
S4R3F9	ENSG00000126247.11
K7EJH5	ENSG00000267179.1
K7EP18	ENSG00000196684.12
B0QYY7	ENSG00000100320.24
D6R9Z0	ENSG00000120251.22
F8WBR0	ENSG00000100225.18
F8WED8	ENSG00000100003.18
A0A096LPF9	ENSG00000124226.11
D6R9U1	ENSG00000069011.16
D6RDZ8	ENSG00000109182.12
D6RHX3	ENSG00000064692.20
F8WCS7	ENSG00000112983.18
F8WEB8	ENSG00000187736.14
J3QQS0	ENSG00000171475.14
J3QSD8	ENSG00000167419.11
Q5T276	ENSG00000171097.14
J3QKU8	ENSG00000121101.16
J3QS15	ENSG00000071991.9
Q5TCI4	ENSG00000196189.14
A0A994J4W9	ENSG00000164983.9
A0A994J509	ENSG00000139793.21
A0A994J586	ENSG00000176406.25
A0A994J5H0	ENSG00000213066.14
A0A994J7R0	ENSG00000041982.17
A0A669KB18	ENSG00000288558.3
A0A6E1WXZ9	ENSG00000124678.20
A0A9L9PXT8	ENSG00000104805.17
F2Z3Q2	ENSG00000167397.15
J3KS25	ENSG00000161960.16
K7EKI1	ENSG00000129667.13
K7ENQ0	ENSG00000153902.14
K7EPM9	ENSG00000141391.14
K7EPV6	ENSG00000129353.15
K7EJL8	ENSG00000244045.13
K7EK01	ENSG00000062716.13
A0A0C4DGT7	ENSG00000112320.12
A0A0U1RQE0	ENSG00000128573.28
A0A0G2JMC3	ENSG00000276053.4
A6PVI0	ENSG00000244462.8
E5RI49	ENSG00000183137.16
E7EVI4	ENSG00000147526.20
J3QQY4	ENSG00000104904.12
J3QRU9	ENSG00000256525.8
Q5T0S3	ENSG00000131236.18
Q5W0J0	ENSG00000099246.18
A0A1B0GV99	ENSG00000140521.18
A0A1B0GVN8	ENSG00000114786.16
H7C1S0	ENSG00000129925.11
H7C2C6	ENSG00000115355.18
H7C2R2	ENSG00000020129.16
H7C3L7	ENSG00000105821.15
H7C5J5	ENSG00000114450.11
H9KVA3	ENSG00000181392.17
C9JDR8	ENSG00000131374.15
C9JMF0	ENSG00000244405.8
C9JR91	ENSG00000174946.7
C9JWL3	ENSG00000153560.12
C9JX82	ENSG00000100124.15
H7C548	ENSG00000128536.16
C9J1Z3	ENSG00000115687.14
C9J3R7	ENSG00000198556.14
C9J993	ENSG00000128242.13
C9JA18	ENSG00000136267.14
C9JIX3	ENSG00000048991.18
C9JNR0	ENSG00000115590.14
C9JUE5	ENSG00000170852.12
F5GZ09	ENSG00000100360.15
A0A0A6YYG7	ENSG00000025770.19
C9IYJ1	ENSG00000163689.21
C9J7U2	ENSG00000171469.11
C9JNR7	ENSG00000186522.15
C9JWN0	ENSG00000075292.19
C9JZI9	ENSG00000100003.18
E9PQC2	ENSG00000221968.9
E9PS88	ENSG00000176148.16
E9PSH9	ENSG00000134802.18
F5H2I5	ENSG00000051825.15
A0A0A0MR64	ENSG00000183423.12
A0A0A0MR70	ENSG00000183495.15
A0A0A0MR98	ENSG00000008130.15
B9A055	ENSG00000119862.13
E9PKB7	ENSG00000187079.20
E9PMD4	ENSG00000149136.9
E9PPN2	ENSG00000085788.14
E9PQU7	ENSG00000204381.12
G3V3B3	ENSG00000071537.14
G3V3Q0	ENSG00000042088.14
G3V472	ENSG00000166428.14
X6RC47	ENSG00000132635.17
H0YAN7	ENSG00000155970.12
H0YAZ5	ENSG00000241852.11
H0YC63	ENSG00000129422.15
H0YCC3	ENSG00000149380.12
H0YF39	ENSG00000164871.18
H0YIH1	ENSG00000039987.7
H0YIZ1	ENSG00000119655.11
H0YJY8	ENSG00000100519.12
H0YM35	ENSG00000106689.11
F5H322	ENSG00000073614.13
H0YHT9	ENSG00000083454.23
A0A1W2PP27	ENSG00000007372.25
A0A1W2PP77	ENSG00000237022.10
A0A1W2PQP4	ENSG00000197563.11
A0A1W2PQT5	ENSG00000148795.7
A0A1W2PS77	ENSG00000283761.1
A0A1W2PSA7	ENSG00000156113.25
A0A1X7SBU6	ENSG00000164199.18
A0A0J9YXG4	ENSG00000176406.25
A0A0J9YXU4	ENSG00000278759.2
A0A0J9YYA0	ENSG00000278728.2
A0A0A0MT26	ENSG00000105409.19
C9J0D1	ENSG00000105968.19
F5H372	ENSG00000182985.19
F5H527	ENSG00000141298.19
A6PVX3	ENSG00000159352.16
H0Y6J0	ENSG00000103202.13
H0YB96	ENSG00000156831.8
H0YDP5	ENSG00000142675.18
H0YG30	ENSG00000152137.8
H0YK62	ENSG00000103569.11
H0YN84	ENSG00000078304.20
I3L348	ENSG00000167261.14
E5RGF9	ENSG00000055147.19
E5RJB8	ENSG00000169439.12
F6S8N6	ENSG00000120265.21
H0Y3R5	ENSG00000099968.18
H0Y6H9	ENSG00000148143.13
H0Y6Y2	ENSG00000132906.18
H0YD72	ENSG00000131626.19
H0YDK1	ENSG00000166930.7
H0YEM7	ENSG00000175224.17
H0YEQ6	ENSG00000170619.10
H0YER5	ENSG00000049449.10
I3L2E1	ENSG00000103351.13
I3L4B9	ENSG00000129214.15
Q5JW03	ENSG00000080189.15
Q5W075	ENSG00000134873.10
R4GMQ9	ENSG00000270099.1
A0A087WWX0	ENSG00000099817.12
A0A087WWY6	ENSG00000166333.14
A0A087X2A2	ENSG00000162910.19
D6RCU0	ENSG00000170522.10
R4GMS2	ENSG00000134013.16
A0A087X192	ENSG00000006534.17
F8VRF7	ENSG00000179715.13
F8VSF8	ENSG00000108774.15
F8VU51	ENSG00000119596.18
F8VV11	ENSG00000139631.20
F8VVY2	ENSG00000181852.18
F8W1G0	ENSG00000089248.7
H7BY95	ENSG00000146192.15
H7BZQ6	ENSG00000180834.8
F8VQR3	ENSG00000204954.10
M0R1E5	ENSG00000104901.7
M0R0M6	ENSG00000173480.11
E5RI37	ENSG00000234284.7
D6R9I6	ENSG00000144868.14
D6R9R0	ENSG00000169026.13
D6R9Y3	ENSG00000164089.9
D6RAV0	ENSG00000091527.17
D6RBL1	ENSG00000157514.18
D6RC84	ENSG00000067606.17
D6REK4	ENSG00000015479.20
F8W8P2	ENSG00000184313.20
F8WBE8	ENSG00000092203.15
F8WDX0	ENSG00000032389.13
A0A0B4J225	ENSG00000198431.18
D6RF66	ENSG00000133401.16
F8WC09	ENSG00000163702.21
J3QLS9	ENSG00000176390.12
J3QR25	ENSG00000008283.16
J3QS70	ENSG00000141551.15
J3QSE2	ENSG00000108592.17
A0A140T9D9	ENSG00000235220.10
A0A140T9S6	ENSG00000206509.13
A0A1D5RMT4	ENSG00000104388.15
H3BNG8	ENSG00000103249.19
H3BS50	ENSG00000103549.22
H3BT13	ENSG00000286070.2
H3BTT8	ENSG00000103005.13
M0R297	ENSG00000197928.11
M0R2N4	ENSG00000267120.3
H3BMA8	ENSG00000257062.6
H3BNS0	ENSG00000187741.16
H3BPK1	ENSG00000140854.13
H3BQX8	ENSG00000261210.8
H3BSC3	ENSG00000103034.15
H3BTI1	ENSG00000149927.18
H3BTM1	ENSG00000187555.17
H3BTN9	ENSG00000103707.10
H3BV94	ENSG00000140470.15
S4R3H4	ENSG00000100813.15
F2Z334	ENSG00000229972.10
K7EJS1	ENSG00000181666.19
K7EKE9	ENSG00000168256.18
K7ELV9	ENSG00000183077.16
K7EPD0	ENSG00000141699.11
K7EPW2	ENSG00000178386.13
K7ERH1	ENSG00000101489.20
S4R3D0	ENSG00000135298.15
S4R440	ENSG00000175787.17
H3BNA1	ENSG00000103194.16
H3BNF9	ENSG00000186073.14
K7EM08	ENSG00000152234.16
K7EPH5	ENSG00000120784.17
K7EPK7	ENSG00000134042.14
A0A0C4DGH1	ENSG00000172824.17
A0A096LNG8	ENSG00000216937.14
F6WGP0	ENSG00000132423.12
J3QQM7	ENSG00000150656.15
Q5LJB1	ENSG00000116750.14
A0A1B0GUC0	ENSG00000092096.19
B5MD17	ENSG00000108468.15
E7EWE8	ENSG00000162458.13
H7C4Q0	ENSG00000018408.15
H7C5G5	ENSG00000177707.11
J3QLL2	ENSG00000167261.14
E7EPX8	ENSG00000197140.15
E7ESD5	ENSG00000112319.21
E7EVJ4	ENSG00000040341.18
H7C5N7	ENSG00000161036.13
H7C5P7	ENSG00000176142.13
C9JA85	ENSG00000164535.15
C9JEJ8	ENSG00000115677.18
C9JLN6	ENSG00000070669.17
C9JUC4	ENSG00000144218.21
C9JVI2	ENSG00000106066.15
C9JYU8	ENSG00000183963.19
F6SZ09	ENSG00000100697.15
H7BY36	ENSG00000182944.18
Q5T209	ENSG00000162736.18
C9J587	ENSG00000206535.8
C9JA65	ENSG00000006652.15
C9JDT8	ENSG00000114812.13
C9JF50	ENSG00000117640.18
C9JKS0	ENSG00000177463.16
C9JME4	ENSG00000163053.11
C9JUH3	ENSG00000136280.17
C9JV54	ENSG00000183891.6
C9JX36	ENSG00000039537.16
E9PM10	ENSG00000188997.8
E9PM72	ENSG00000042429.12
E9PQI2	ENSG00000147789.16
E9PQP7	ENSG00000110075.15
H7BXF6	ENSG00000138035.15
B8ZZ77	ENSG00000240344.10
E9PDU6	ENSG00000117519.16
E9PID2	ENSG00000025434.19
E9PKH9	ENSG00000149269.10
E9PMU5	ENSG00000185090.15
E9PPH8	ENSG00000085788.14
E9PR92	ENSG00000104442.10
G3V4S4	ENSG00000140105.18
Q5JX49	ENSG00000061656.11
E5RHE3	ENSG00000171970.14
H0Y472	ENSG00000131503.21
H0YAW8	ENSG00000028310.18
H0YHB4	ENSG00000258289.10
H0YNP8	ENSG00000140262.18
Q5JQQ2	ENSG00000166171.13
A0A0A0MRZ1	ENSG00000059145.19
F5H598	ENSG00000165275.10
F5H7V8	ENSG00000197345.13
A0A2R8YFA5	ENSG00000127990.19
A0A3B3ISZ4	ENSG00000156374.16
F5GWX5	ENSG00000111642.16
A0A3B3ITP9	ENSG00000136156.15
A0A0D9SFJ7	ENSG00000162594.17
A0A0U1RRN0	ENSG00000121446.20
A0A0D9SGJ6	ENSG00000159082.18
A0A0G2JL06	ENSG00000123352.18
A0A0G2JL90	ENSG00000100478
A0A0J9YWV6	ENSG00000282705.1
A0A1B0GX12	ENSG00000282354.1
A0A0J9YX13	ENSG00000278243.2
A0A0A0MRX2	ENSG00000198171.13
A0A0A0MT51	ENSG00000101187.16
C9JGR9	ENSG00000047056.18
H0YJW0	ENSG00000176473.14
Q7Z6U0	ENSG00000028839.10
B1AN86	ENSG00000119139.21
H0Y3U8	ENSG00000133048.13
H0Y7E6	ENSG00000100129.18
H0Y8G0	ENSG00000284695.1
H0Y9R6	ENSG00000175414.7
H0YAF5	ENSG00000138674.17
H0YD78	ENSG00000137699.17
H0YE86	ENSG00000119535.20
H0YED7	ENSG00000141696.13
H0YF17	ENSG00000085788.14
H0YF43	ENSG00000175224.17
H0YFM6	ENSG00000168014.18
H0YG07	ENSG00000110917.8
H0YGB7	ENSG00000134545.14
H0YGB8	ENSG00000126214.22
H0YH11	ENSG00000151490.15
H0YKZ3	ENSG00000100564.9
H0YNM6	ENSG00000137860.12
H3BQE2	ENSG00000140525.20
I3L2J7	ENSG00000149932.17
I3L3M3	ENSG00000141198.16
I3L479	ENSG00000108599.15
A0A087WTZ7	ENSG00000019144.20
D6RD29	ENSG00000064692.20
E5RK95	ENSG00000155926.14
H0YG03	ENSG00000197614.11
Q5JPT2	ENSG00000147010.19
A0A087WU81	ENSG00000248144.6
E5RFZ4	ENSG00000147471.12
A0A087WYV3	ENSG00000121766.16
A0A087WZJ7	ENSG00000213096.11
E5RFU4	ENSG00000092964.18
E5RFV2	ENSG00000104325.7
H7BZ60	ENSG00000126583.12
H7C150	ENSG00000115464.15
A0A075B704	ENSG00000211834.1
F8VQP2	ENSG00000204842.18
F8VRX0	ENSG00000205352.11
F8VS18	ENSG00000084112.15
F8VSA4	ENSG00000110880.11
F8VTR5	ENSG00000182667.15
F8VV13	ENSG00000172551.12
F8VVQ3	ENSG00000050426.16
F8VXG7	ENSG00000139218.18
F8VZG8	ENSG00000135655.16
F8W1N7	ENSG00000139624.14
H7BZU0	ENSG00000215018.10
M0QX65	ENSG00000142230.13
M0QXN5	ENSG00000213024.13
M0QZ49	ENSG00000170949.18
M0R1H2	ENSG00000142556.19
M0R2T6	ENSG00000170954.12
E5RK12	ENSG00000036565.15
H7BZJ8	ENSG00000160862.13
M0QYI4	ENSG00000183850.14
M0R0T1	ENSG00000124449.7
F8VR76	ENSG00000135447.17
F8VRE8	ENSG00000139291.14
F8VW50	ENSG00000196169.15
M0QZ67	ENSG00000203791.15
M0QYS4	ENSG00000196267.14
M0QYZ2	ENSG00000042753.12
M0R215	ENSG00000243137.8
E5RHC1	ENSG00000104695.13
E5RI96	ENSG00000164951.16
H3BMR3	ENSG00000159593.15
H3BPT8	ENSG00000169682.18
H3BU16	ENSG00000206053.13
H3BUZ6	ENSG00000140526.18
H3BRN3	ENSG00000140464.20
M0QYW1	ENSG00000130299.17
S4R3A2	ENSG00000121769.8
H3BV09	ENSG00000154099.18
J3KPK0	ENSG00000163145.13
J3KS40	ENSG00000141574.8
K7EID2	ENSG00000033011.14
K7EKL3	ENSG00000030582.19
K7ELG3	ENSG00000099875.16
K7EQ76	ENSG00000122490.19
K7EQV1	ENSG00000091536.20
K7ER35	ENSG00000134759.14
M0QZL8	ENSG00000161677.12
M0QZW5	ENSG00000170608.3
A0A2R8Y5Q9	ENSG00000284922.2
A0A2R8Y6B2	ENSG00000115355.18
A0A2R8Y7N6	ENSG00000168016.15
A0A2R8YE18	ENSG00000113163.19
A0A2R8Y4Y9	ENSG00000136104.22
A0A2R8Y5N9	ENSG00000021574.15
A0A2R8Y7S7	ENSG00000101310.17
A0A2U3TZT1	ENSG00000186577.14
A0A3B3IS72	ENSG00000005302.19
A0A1W2PPA0	ENSG00000197563.11
A0A1W2PR65	ENSG00000266173.7
A0A0J9YVW4	ENSG00000009830.13
A0A0J9YXG1	ENSG00000275482.4
A0A140T9B9	ENSG00000233948.10
A0A140T9Q1	ENSG00000230763.11
A0A0U1RRE1	ENSG00000122545.22
A0A0G2JLC0	ENSG00000108561.8
A0A0G2JMZ3	ENSG00000275019.5
A0A0G2JNI0	ENSG00000274058.3
A0A3B3ISZ3	ENSG00000083168.11
A0A3B3IT14	ENSG00000114861.24
A0A3B3IU18	ENSG00000180398.13
A0A3B3IU26	ENSG00000119139.21
A0A8V8TNV3	ENSG00000162736.18
A0A8V8TP99	ENSG00000143761.17
A0A8V8TR75	ENSG00000171735.21
A0A7I2V3Q9	ENSG00000168675.19
A0A7I2V3W6	ENSG00000082898.19
A0A7I2V3Z9	ENSG00000104218.16
A0A7I2V5R6	ENSG00000087460.29
A0A7I2V5Z4	ENSG00000092108.22
A0A7I2V617	ENSG00000143387.14
A0A669KAZ5	ENSG00000040531.16
A0A9L9PYB2	ENSG00000104805.17
A0A7P0T9V8	ENSG00000141252.21
